organization,country
Navrachana University,India
Navsari Agricultural University,India
Nawroz University,Iraq
Naxcivan Dövlet Universiteti,Azerbaijan
Naxçivan Müellimler Institutu,Azerbaijan
Naxcivan Universiteti,Azerbaijan
Nayanova University,Russia
Nayestan Institute of Higher Education,Afghanistan
Nayoro City University,Japan
Nazarbayev University,Kazakhstan
Nazarene Bible College,United States
Nazareth College,United States
Nazeer Hussain University,Pakistan
Ndejje University,Uganda
Neapolis University Paphos,Cyprus
Nebraska Christian College,United States
Nebraska Methodist College,United States
Nebraska Wesleyan University,United States
Necmettin Erbakan Üniversitesi,Turkey
NED University of Engineering and Technology,Pakistan
Neelain University,Sudan
Negros Oriental State University,Philippines
Nehru Gram Bharati Vishwavidyalaya,India
Neijiang Normal University,China
Nelson Mandela African Institution of Science and Technology,Tanzania
Nelson Mandela University,South Africa
Nemzeti Közszolgálati Egyetem,Hungary
NEOMA Business School,France
Nepal Sanskrit University,Nepal
Netanya Academic College,Israel
Neumann János Egyetem,Hungary
Neumann University,United States
"Neusoft Institute, Guangdong",China
Nevada State College,United States
Nevsehir Haci Bektas Veli Üniversitesi,Turkey
Nevsky Institute of Language and Culture,Russia
New Bulgarian University,Bulgaria
New College of Florida,United States
New Design University Privatuniversität,Austria
New Economic School,Russia
New England College,United States
New England College of Optometry,United States
New England Conservatory,United States
New England Institute of Technology,United States
New England Law | Boston,United States
New Era College,Botswana
New Era University,Philippines
New Giza University,Egypt
New Hope Christian College,United States
New Jersey City University,United States
New Jersey Institute of Technology,United States
New Medicine Institute,Mongolia
New Mexico Highlands University,United States
New Mexico Institute of Mining and Technology,United States
New Mexico State University,United States
New Valley University,Egypt
New Vision University,Georgia
New York Academy of Art,United States
"New York City College of Technology, CUNY",United States
New York College of Podiatric Medicine,United States
New York Institute of Technology,United States
New York Institute of Technology Abu Dhabi,United Arab Emirates
New York Law School,United States
New York Medical College,United States
New York School of Interior Design,United States
New York University,United States
New York University Abu Dhabi,United Arab Emirates
New York University Skopje,North Macedonia
Newberry College,United States
Newcastle University,United Kingdom
Newman University,United States
"Newman University, Birmingham",United Kingdom
Newmaninstitutet,Sweden
Newports Institute of Communications and Economics,Pakistan
NewSchool of Architecture and Design,United States
Newton College,Czech Republic
Nezavisni univerzitet Banja Luka,Bosnia and Herzegovina
NFC Institute of Engineering and Technology,Pakistan
Nguyen Tat Thanh University,Vietnam
Ngwane College,Eswatini
Nha Trang University,Vietnam
NHL Stenden Hogeschool,Netherlands
Niagara University,United States
Nicholls State University,United States
Nichols College,United States
Nicola Valley Institute of Technology,Canada
Nigde Ömer Halisdemir Üniversitesi,Turkey
Niger Delta University,Nigeria
"Nigerian Maritime University, Okerenkoko",Nigeria
Nihon Bunka University,Japan
Nihon Fukushi University,Japan
Nihon Institute of Medical Science,Japan
Nihon Pharmaceutical University,Japan
Nihon University,Japan
Niigata College of Nursing,Japan
Niigata Institute of Technology,Japan
Niigata Sangyo University,Japan
Niigata Seiryo University,Japan
Niigata University,Japan
Niigata University of Health and Welfare,Japan
Niigata University of International and Information Studies,Japan
Niigata University of Management,Japan
Niigata University of Pharmacy and Applied Life Sciences,Japan
NIILM University,India
NIIT University,India
Nikola Vaptsarov Naval Academy,Bulgaria
Nilamber-Pitamber University,India
Nile Source Polytechnic of Applied Arts,Rwanda
Nile University,Egypt
Nile University of Nigeria,Nigeria
Nile Valley University,Sudan
NIMS University,India
Ninevah University,Iraq
Ningbo University,China
Ningbo University of Finance and Economics,China
Ningbo University of Technology,China
Ningde Normal University,China
Ningxia Institute of Science and Technology,China
Ningxia Medical University,China
Ningxia Normal University,China
Ningxia University,China
Nipissing University,Canada
Nippon Bunri University,Japan
Nippon Institute of Technology,Japan
Nippon Medical School,Japan
Nippon Sport Science University,Japan
Nippon Veterinary and Life Science University,Japan
Nirma University,India
Nisantasi Üniversitesi,Turkey
Nishikyushu University,Japan
Nishinippon Institute of Technology,Japan
Nishogakusha University,Japan
NITTE University,India
Nizam's Institute of Medical Sciences,India
Nizhnevartovsk State University,Russia
Nizhny Novgorod State Agricultural Academy,Russia
Nizhny Novgorod State Pedagogical University,Russia
Nizhny Novgorod State Technical University,Russia
Nizhny Novgorod State University of Architecture and Civil Engineering,Russia
Nizhyn Gogol State University,Ukraine
Nizwa College of Technology,Oman
Njala University,Sierra Leone
Nkhoma University,Malawi
Nkumba University,Uganda
NLA Høgskolen,Norway
Nnamdi Azikiwe University,Nigeria
Noakhali Science and Technology University,Bangladesh
Noida International University,India
Noman Sadat Institute of Higher Education,Afghanistan
Noorin Institute of Higher Education,Afghanistan
Nordakademie Hochschule der Wirtschaft,Germany
Norfolk State University,United States
Norges Handelshøyskole,Norway
Norges idrettshøgskole,Norway
Norges miljø- og biovitenskapelige universitet,Norway
Norges musikkhøgskole,Norway
Norges teknisk-naturvitenskaplige universitet,Norway
North Asia University,Japan
North Bangkok University,Thailand
North Bengal International University,Bangladesh
North Carolina Agricultural and Technical State University,United States
North Carolina Central University,United States
North Carolina State University,United States
North Carolina Wesleyan College,United States
North Caucasian Institute of Mining and Metallurgy,Russia
North Caucasus Federal University,Russia
North Central College,United States
North Central University,United States
North Chiang Mai University,Thailand
North China Electric Power University,China
North China Institute of Aerospace Engineering,China
North China Institute of Science and Technology,China
North China University of Science and Technology,China
North China University of Technology,China
North China University of Water Resources and Electric Power,China
North Dakota State University,United States
North East Frontier Technical University,India
North East University Bangladesh,Bangladesh
North Eastern Hill University,India
North Eastern Regional Institute of Science and Technology,India
North Eastern University,Thailand
North Greenville University,United States
North Kazakhstan State University,Kazakhstan
North Khorasan University of Medical Sciences,Iran
North Orissa University,India
North Ossetian State University,Russia
North Park University,United States
North Sichuan Medical College,China
North South University,Bangladesh
North State Medical University,Russia
North University of China,China
North University of Nationalities,China
North Western University,Bangladesh
Northeast Agricultural University,China
Northeast Electric Power University,China
Northeast Forestry University,China
Northeast Normal University,China
Northeast Ohio Medical University,United States
Northeast Petroleum University,China
North-Eastern Federal University,Russia
Northeastern Illinois University,United States
Northeastern State University,United States
North-Eastern State University,Russia
Northeastern University,United States
"Northeastern University, China",China
Northern Alberta Institute of Technology,Canada
Northern Arctic Federal University,Russia
Northern Arizona University,United States
Northern Borders University,Saudi Arabia
Northern Caribbean University,Jamaica
Northern Illinois University,United States
Northern Kentucky University,United States
Northern Luzon Adventist College,Philippines
Northern Michigan University,United States
Northern New Mexico College,United States
Northern Ossetian State Academy of Medicine,Russia
Northern School of Contemporary Dance,United Kingdom
Northern State University,United States
Northern Technical University,Iraq
Northern University,Pakistan
Northern University of Bangladesh,Bangladesh
"Northern University of Business and Technology, Khulna",Bangladesh
Northern Vermont University,United States
Northland College,United States
Northpoint Bible College,United States
Northrise University,Zambia
Northumbria University,United Kingdom
Northwest A&F University,China
Northwest Florida State College,United States
Northwest Missouri State University,United States
Northwest Nazarene University,United States
Northwest Normal University,China
Northwest Samar State University,Philippines
Northwest University,United States
North-West University,South Africa
Northwest University for Nationalities,China
Northwest University of Politics and Law,China
"Northwest University, China",China
Northwestern College,United States
Northwestern Health Sciences University,United States
Northwestern Oklahoma State University,United States
Northwestern Polytechnical University,China
North-Western State Medical University,Russia
Northwestern State University of Louisiana,United States
Northwestern University,United States
Northwestern University in Qatar,Qatar
"Northwestern University, Philippines",Philippines
Northwood University,United States
Norton University,Cambodia
Norwich University,United States
Norwich University of the Arts,United Kingdom
Notre Dame College,United States
Notre Dame de Namur University,United States
Notre Dame of Dadiangas University,Philippines
Notre Dame of Kidapawan College,Philippines
Notre Dame of Marbel University,Philippines
Notre Dame of Maryland University,United States
Notre Dame Seishin University,Japan
Notre Dame University,Philippines
Notre Dame University Bangladesh,Bangladesh
Nottingham Trent University,United Kingdom
Nova Southeastern University,United States
Nova univerza,Slovenia
Novena University,Nigeria
Novgorod State University,Russia
Novosibirsk State Agricultural University,Russia
Novosibirsk State Architectural University,Russia
Novosibirsk State Medical University,Russia
Novosibirsk State Pedagogical University,Russia
Novosibirsk State Technical University,Russia
Novosibirsk State University,Russia
Novosibirsk State University of Economics and Management,Russia
Nsaka University,Uganda
NSCAD University,Canada
nta Hochschule Isny,Germany
Nueva Ecija University of Science and Technology,Philippines
Nueva Vizcaya State University,Philippines
Nuh Naci Yazgan Üniversitesi,Turkey
Nukus Davlat Pedagogika Instituti,Uzbekistan
Nur International University,Pakistan
Nyack College,United States
Nyenrode Business Universiteit,Netherlands
Nyíregyházi Egyetem,Hungary
M. Akmullah Bashkir State Pedagogical University,Russia
M.J.P. Rohilkhand University,India
M.V. Lomonosov adina Moskva Dövlet Universitetinin Baki,Azerbaijan
"M_EIA Instituto Universitário de Arte, Tecnologia e Cultura",Cape Verde
Maasai Mara University,Kenya
Maastricht School of Management Kuwait,Kuwait
Macalester College,United States
Macau Institute of Management,Macau
Macau Millennium College,Macau
Macau University of Science and Technology,Macau
MacEwan University,Canada
Machakos University,Kenya
Machon Lander,Israel
MacMurray College,United States
Macquarie University,Australia
Madan Mohan Malaviya University of Technology,India
Madda Walabu University,Ethiopia
Madhav University,India
Madhyanchal Professional University,India
Madonna University,United States
"Madonna University, Okija",Nigeria
Madurai Kamaraj University,India
Mae Fah Luang University,Thailand
Maebashi Institute of Technology,Japan
Maebashi Kyoai Gakuen College,Japan
Maejo University,Thailand
Magadh University,India
Magdalen College of the Liberal Arts,United States
Magnitogorsk State Conservatory,Russia
Magnitogorsk State Technical University,Russia
Magway University,Myanmar
Magyar Képzomuvészeti Egyetem,Hungary
Magyar Táncmuvészeti Egyetem,Hungary
Mahachulalongkornrajavidyalaya University,Thailand
Mahamakut Buddhist University,Thailand
Mahanakorn University of Technology,Thailand
Mahapurusha Srimanta Sankaradeva Viswavidyalaya,India
Maharaja Agrasen University,India
Maharaja Bir Bikram University,India
Maharaja Chhatrasal Bundelkhand University,India
Maharaja Ganga Singh University,India
Maharaja Krishnakumarsinhji Bhavnagar University,India
Maharaja Ranjit Singh Punjab Technical University,India
Maharaja Surajmal Brij University,India
Maharana Pratap University of Agriculture and Technology,India
Maharashtra Animal and Fishery Sciences University,India
Maharashtra National Law University Mumbai,India
"Maharashtra National Law University, Aurangabad",India
"Maharashtra National Law University, Nagpur",India
Maharashtra University of Health Sciences,India
"Maharishi Arvind University, Jaipur",India
Maharishi Dayanand University,India
Maharishi International University,United States
Maharishi Mahesh Yogi Vedic Vishwavidyalaya,India
"Maharishi Markandeshwar University, Mullana",India
"Maharishi Markandeshwar University, Sadopur",India
"Maharishi Markandeshwar University, Solan",India
Maharishi University,India
Maharishi University of Management and Technology,India
Maharshi Dayanand Saraswati University,India
Maharshi Panini Sanskrit Vishwavidyalaya,India
Mahasarakham University,Thailand
Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,India
"Mahatma Gandhi Central University, Motihari",India
Mahatma Gandhi Chitrakoot Gramoday Vishwavidyalaya,India
Mahatma Gandhi Institute,Mauritius
Mahatma Gandhi Kashi Vidyapeeth,India
Mahatma Gandhi University,India
Mahatma Gandhi University of Medical Sciences and Technology,India
Mahatma Gandhi University Rwanda,Rwanda
"Mahatma Gandhi University, Meghalaya",India
"Mahatma Gandhi University, Nalgonda",India
Mahatma Jyoti Rao Phoole University,India
Mahatma Phule Krishi Vidyapeeth,India
Mahidol University,Thailand
Maihan Institute of Higher Education,Afghanistan
Maikop State Technological University,Russia
Maine College of Art,United States
Maine Maritime Academy,United States
Maiwand institute of Higher Education,Afghanistan
Majan University College,Oman
Majmaah University,Saudi Arabia
Makassed University of Beirut,Lebanon
Makerere University,Uganda
Makhanlal Chaturvedi Rashtriya Patrakarita Vishwavidyalaya,India
Mälardalens högskola,Sweden
"Malaviya National Institute of Technology, Jaipur",India
Malawi Adventist University,Malawi
Malawi Assemblies of God University,Malawi
Malawi College of Accountancy,Malawi
Malawi University of Science and Technology,Malawi
Malayer University,Iran
Malaysia University of Science and Technology,Malaysia
Malek-Ashtar University of Technology,Iran
Malmö högskola,Sweden
Malone University,United States
"Malta College of Arts, Science and Technology",Malta
Maltepe Üniversitesi,Turkey
Malwanchal University,India
Management and Science University,Malaysia
Management University of Africa,Kenya
Managil University of Science and Technology,Sudan
Manara University,Syria
Manarat International University,Bangladesh
Manav Bharti University,India
Manav Rachna International Institute of Research and Studies,India
Manav Rachna University,India
Manchester Metropolitan University,United Kingdom
Manchester University,United States
Mandakh University,Mongolia
Mandalay Technological University,Myanmar
Mandalay University,Myanmar
Mandalay University of Foreign Studies,Myanmar
Mandsaur University,India
Mangalayatan University,India
Mangalore University,India
Mangosuthu University of Technology,South Africa
Manhattan Christian College,United States
Manhattan College,United States
Manhattan School of Music,United States
Manhattanville College,United States
Manicaland State University of Applied Sciences,Zimbabwe
Manila Central University,Philippines
Manipal Academy of Higher Education,India
Manipal International University,Malaysia
"Manipal University, Dubai",United Arab Emirates
Manipur Technical University,India
Manipur University,India
Manipur University of Culture,India
Manisa Celal Bayar Üniversitesi,Turkey
Manonmaniam Sundaranar University,India
Mansfield University,Zambia
Mansfield University of Pennsylvania,United States
Mansoura University,Egypt
Manuel L. Quezon University,Philippines
Manuel S. Enverga University Foundation,Philippines
Mapúa University,Philippines
Maranatha Baptist University,United States
Maranatha University College,Ghana
Mardin Artuklu Üniversitesi,Turkey
Mari State University,Russia
Maria College,United States
Marian University,United States
"Marian University, Wisconsin",United States
Mariano Marcos State University,Philippines
Marietta College,United States
Marijampoles kolegija,Lithuania
Marinduque State College,Philippines
Marino Institute of Education,Ireland
Marist College,United States
Maritime State University,Russia
Mariupol State University,Ukraine
Marlboro College,United States
Marmara Üniversitesi,Turkey
Marnix Academie,Netherlands
Marondera University of Agricultural Sciences and Technology,Zimbabwe
Marquette University,United States
Mars Hill University,United States
Marshall B. Ketchum University,United States
Marshall University,United States
Marshalls University College,Ghana
Martin Luther Christian University,India
Martin Luther College,United States
Martin Methodist College,United States
Martin University,United States
Martin-Luther-Universität Halle-Wittenberg,Germany
Marwadi University,India
Mary Baldwin University,United States
Maryam University,Afghanistan
Maryland Institute College of Art,United States
Maryland University of Integrative Health,United States
Marymount California University,United States
Marymount Manhattan College,United States
Marymount University,United States
Maryville College,United States
Maryville University,United States
Marywood University,United States
Masarykova univerzita,Czech Republic
Maseno University,Kenya
Mashal University,Afghanistan
Mashhad University of Medical Sciences,Iran
Mashreq University,Sudan
Masinde Muliro University of Science and Technology,Kenya
Massachusetts College of Art and Design,United States
Massachusetts College of Liberal Arts,United States
Massachusetts Institute of Technology,United States
Massachusetts Maritime Academy,United States
Massachusetts School of Law,United States
Massawa College of Marine Science and Technology,Eritrea
Massey University,New Zealand
Matn University College of Technology,Lebanon
Matrouh University,Egypt
MATS University,India
Matsumoto Dental University,Japan
Matsumoto University,Japan
Matsuyama Shinonome College,Japan
Matsuyama University,Japan
Maubin University,Myanmar
"Maulana Abul Kalam Azad University of Technology, West Bengal",India
Maulana Azad National Institute of Technology,India
Maulana Azad National Urdu University,India
"Maulana Azad University, Jodhpur",India
Maulana Mazharul Haque Arabic and Persian University,India
Mauritius Institute of Education,Mauritius
Mawlamyine University,Myanmar
Mawlana Bhashani Science and Technology University,Bangladesh
Mawlana University,Afghanistan
Max Stern Academic College of Emek Yezreel,Israel
May 22 College of Applied Medical Sciences,Yemen
Maynooth University,Ireland
Mayo Clinic College of Medicine and Science,United States
Mayville State University,United States
Mazandaran University of Medical Sciences,Iran
Mazandaran University of Science and Technology,Iran
Mazoon College,Oman
Mbarara University of Science and Technology,Uganda
Mbeya University of Science and Technology,Tanzania
McDaniel College,United States
McGill University,Canada
MCI Management Center Innsbruck,Austria
McKendree University,United States
McMaster University,Canada
McMurry University,United States
McNeese State University,United States
McPherson College,United States
Mcpherson University,Nigeria
MCPHS University,United States
Mean Chey University,Cambodia
Medaille College,United States
Medgar Evers College,United States
Mediadesign Hochschule,Germany
Medical and Social Research Institute,Kyrgyzstan
Medical College of Wisconsin,United States
Medical School Hamburg,Germany
Medical University - Pleven,Bulgaria
Medical University - Sofia,Bulgaria
Medical University of Ilam,Iran
Medical University of Plovdiv,Bulgaria
Medical University of South Carolina,United States
Medical University-Varna,Bulgaria
Medi-Caps University,India
Medimursko veleucilite u Cakovcu,Croatia
Mediterranean Institute of Management,Cyprus
Mediterranean School of Business,Tunisia
Medizinische Hochschule Brandenburg Theodor Fontane,Germany
Medizinische Hochschule Hannover,Germany
Medizinische Universität Graz,Austria
Medizinische Universität Innsbruck,Austria
Medizinische Universität Wien,Austria
Mednarodna fakulteta za drubene in poslovne tudije,Slovenia
Mednarodna podiplomska ola Joefa Stefana,Slovenia
Meenakshi Academy of Higher Education and Research,India
Mef Üniversitesi,Turkey
Mega Size College,Botswana
Meharry Medical College,United States
Mehran University of Engineering and Technology,Pakistan
Meiho University,Taiwan
Meiji Gakuin University,Japan
Meiji Pharmaceutical University,Japan
Meiji University,Japan
Meiji University of Integrative Medicine,Japan
Meijo University,Japan
Meikai University,Japan
Meiktila University,Myanmar
Meiktila University of Economics,Myanmar
Meio University,Japan
Meisei University,Japan
Mejiro University,Japan
Mekelle Institute of Technology,Ethiopia
Mekelle University,Ethiopia
Melitopol State Pedagogical University,Ukraine
Memorial University of Newfoundland,Canada
Memphis College of Art,United States
MENA College of Management,United Arab Emirates
Mendeleev University of Chemical Technology of Russia,Russia
Mendelova univerzita v Brne,Czech Republic
Menlo College,United States
Menoufia University,Egypt
Mercer University,United States
Mercy College,United States
Mercy College of Health Sciences,United States
Mercy College of Ohio,United States
Mercyhurst University,United States
Meredith College,United States
Merowe University of Technology,Sudan
Merrimack College,United States
Mersin Üniversitesi,Turkey
Meru University of Science and Technology,Kenya
Merz Akademie,Germany
Mesoyios College,Cyprus
Messiah University,United States
Methodist College,United States
Methodist University,United States
Methodist University College,Ghana
Metropolia Ammattikorkeakoulu,Finland
Metropolitan College of New York,United States
Metropolitan International University,Uganda
Metropolitan State University,United States
Metropolitan State University of Denver,United States
Metropolitan University,Bangladesh
Metropolitní univerzita v Praze,Czech Republic
Mettu University,Ethiopia
Mewar University,India
Meybod University,Iran
Meycauayan College,Philippines
MGH Institute of Health Professions,United States
MGM Institute of Health Sciences,India
Miami Dade College,United States
Miami University,United States
Mianyang Normal University,China
Michael and Cecilia Ibru University,Nigeria
Michael Okpara University of Agriculture,Nigeria
Michigan School of Psychology,United States
Michigan State University,United States
Michigan Technological University,United States
Michurinsk State Agrarian University,Russia
Mico University College,Jamaica
Mid Western University,Nepal
Mid-America Christian University,United States
MidAmerica Nazarene University,United States
Mid-Atlantic Christian University,United States
Middle East College,Oman
Middle East University,Lebanon
"Middle East University, Jordan",Jordan
Middle Georgia State University,United States
Middle Technical University,Iraq
Middle Tennessee School of Anesthesia,United States
Middle Tennessee State University,United States
Middlebury College,United States
Middlesex University,United Kingdom
Middlesex University Dubai,United Arab Emirates
Middlesex University Malta,Malta
Midland College,United States
Midland University,United States
Midlands State University,Zimbabwe
Midway University,United States
Midwestern State University,United States
Midwestern University,United States
Mie Prefectural College of Nursing,Japan
Mie University,Japan
Miedzynarodowa Wyzsza Szkola Logistyki i Transportu we Wroclawiu,Poland
Mientrung University of Civil Engineering,Vietnam
Miles College,United States
Mili Institute of Higher Education,Afghanistan
Millennium University,Malawi
Millersville University of Pennsylvania,United States
Milli Aviasiya Akademiyasi,Azerbaijan
Milligan University,United States
Millikin University,United States
Milliy Raqs va Xoreografiya Oliy Maktabi,Uzbekistan
Mills College,United States
Millsaps College,United States
Milton Friedman Egyetem,Hungary
Milton Margai College of Education and Technology,Sierra Leone
Milwaukee Institute of Art and Design,United States
Milwaukee School of Engineering,United States
Mimar Sinan Güzel Sanatlar Üniversitesi,Turkey
Mimasaka University,Japan
Minami Kyushu University,Japan
Mindanao State University,Philippines
Mindanao State University - Iligan Institute of Technology,Philippines
MINES ParisTech,France
Ming Chi University of Technology,Taiwan
Ming Chuan University,Taiwan
MingDao University,Taiwan
Mingeçevir Dövlet Universiteti,Azerbaijan
Minghsin University of Science and Technology,Taiwan
Minhaj University,Pakistan
Minia University,Egypt
Mining-metallurgy Institute of Tajikistan,Tajikistan
Minjiang University,China
Minnan Normal University,China
Minnan University of Science and Technology,China
Minneapolis College of Art and Design,United States
Minnesota State University Moorhead,United States
"Minnesota State University, Mankato",United States
Minobusan University,Japan
Minot State University,United States
Minsk Innovation University,Belarus
Minsk State Linguistic University,Belarus
Minzu University of China,China
Miriam College,Philippines
Mirpur University of Science and Technology,Pakistan
Misamis Oriental State College of Agriculture and Technology,Philippines
Misamis University,Philippines
Misericordia University,United States
Miskolci Egyetem,Hungary
Misr International University,Egypt
Misr University for Science and Technology,Egypt
Mississippi College,United States
Mississippi State University,United States
Mississippi University for Women,United States
Mississippi Valley State University,United States
Missouri Baptist University,United States
Missouri Southern State University,United States
Missouri State University,United States
Missouri University of Science and Technology,United States
Missouri Valley College,United States
Missouri Western State University,United States
Misurata University,Libya
MIT Art Design and Technology University,India
MIT University,India
MIT University Dakar,Senegal
MIT Univerzitet,North Macedonia
Mitchell College,United States
Mitchell Hamline School of Law,United States
Mittuniversitetet,Sweden
Mityana Agro-Vet Institute,Uganda
Miyagi Gakuin Women's University,Japan
Miyagi University,Japan
Miyagi University of Education,Japan
Miyazaki International College,Japan
Miyazaki Municipal University,Japan
Miyazaki Prefectural Nursing University,Japan
Miyazaki Sangyo-keiei University,Japan
Mizan Tepi University,Ethiopia
Mizoram University,India
Mkitar Gosh Armenian-Russian International University,Armenia
MLC Fakulteta za management in pravo Ljubljana,Slovenia
Modern College of Business and Science,Oman
Modern Sciences and Arts University,Egypt
Modern University College,Palestinian Territory
Modern University for Business and Science,Lebanon
Modern University for Technology and Information,Egypt
Modern University for the Humanities,Russia
Modibbo Adama University of Technology,Nigeria
MODUL University Dubai,United Arab Emirates
MODUL University Vienna,Austria
Mody University of Science and Technology,India
Mofid University,Iran
Mogilev State University,Belarus
Mogilev State University of Food Technologies,Belarus
Mohammad Ali Jauhar University,India
Mohammad Ali Jinnah University,Pakistan
Mohammed Bin Rashid School of Government,United Arab Emirates
Mohammed Bin Rashid University of Medicine and Health Sciences,United Arab Emirates
Mohammed V University Abu Dhabi,United Arab Emirates
Mohanlal Sukhadia University,India
Mohi-ud-Din Islamic University,Pakistan
Moholy-Nagy Muvészeti Egyetem,Hungary
Moi University,Kenya
Mokpo Catholic University,Korea
Mokpo National Maritime University,Korea
Mokpo National University,Korea
Mokwon University,Korea
Molloy College,United States
Momoyama Gakuin University,Japan
Monad University,India
Mon-Altius Institute,Mongolia
Monash University,Australia
Mongol Institute,Mongolia
Mongolia International University,Mongolia
Mongolian Labour and Social Relations Institute,Mongolia
Mongolian National Institute of Physical Education,Mongolia
Mongolian National University,Mongolia
Mongolian National University of Arts and Culture,Mongolia
Mongolian National University of Medical Sciences,Mongolia
Mongolian State Conservatory,Mongolia
Mongolian State University of Education,Mongolia
Mongolian University of Life Sciences,Mongolia
Mongolian University of Science and Technology,Mongolia
Monmouth College,United States
Monmouth University,United States
Monroe College,United States
Montana State University,United States
Montana State University Billings,United States
Montana State University-Northern,United States
Montana Tech,United States
Montanuniversität Leoben,Austria
Montclair State University,United States
Montpellier Business School,France
Montpellier SupAgro,France
Montreat College,United States
Montserrat College of Art,United States
Monywa University,Myanmar
Monywa University of Economics,Myanmar
Moody Bible Institute,United States
Moore College of Art and Design,United States
Moraa Female University,Afghanistan
Moravian College,United States
Moravská vysoká kola Olomouc,Czech Republic
Morehead State University,United States
Morehouse College,United States
Morehouse School of Medicine,United States
Morgan State University,United States
Morinomiya University of Medical Sciences,Japan
Morioka College,Japan
Morningside College,United States
Morris College,United States
Morrisville State College,United States
Mosa University,Zambia
Moscow Automobile and Road Construction State Technical University,Russia
Moscow Aviation Institute,Russia
Moscow City Teachers' Training University,Russia
Moscow Financial and Law University,Russia
Moscow Institute of Physics and Technology,Russia
Moscow Institute of Public Administration and Law,Russia
Moscow International Higher Business School,Russia
Moscow International University,Russia
Moscow Medical Academy,Russia
Moscow Metropolitan Governance University,Russia
Moscow Polytech,Russia
Moscow State Academy of Physical Culture,Russia
Moscow State Academy of Water Transport,Russia
Moscow State Industrial Art University,Russia
Moscow State Institute of Culture,Russia
Moscow State Institute of International Relations,Russia
Moscow State Linguistic University,Russia
Moscow State Pedagogical University,Russia
Moscow State Regional University,Russia
Moscow State Technical University of Civil Aviation,Russia
"Moscow State Technological University ""Stankin""",Russia
Moscow State University,Russia
Moscow State University Lomonosov in Dushanbe,Tajikistan
Moscow State University of Civil Engineering,Russia
Moscow State University of Environmental Engineering,Russia
Moscow State University of Food Production,Russia
Moscow State University of Geodesy and Cartography,Russia
Moscow State University of Printing Arts,Russia
Moscow State University of Psychology and Education,Russia
Moscow State University of Railway Engineering,Russia
Moscow State University of Technology and Management,Russia
Moscow Tchaikovsky Conservatory,Russia
Moscow Technical University - MIREA,Russia
Moscow Technical University of Communications and Informatics,Russia
Moscow University for the Humanities,Russia
Moscow University of Information and Technology - Moscow Institute of Architecture and Civil Engineering,Russia
Moscow University Touro,Russia
Moshi Co-operative University,Tanzania
"Moshood Abiola University of Science and Technology, Abeokuta",Nigeria
Mother Teresa Women's University,India
Motherhood University,India
Motilal Nehru National Institute of Technology Allahabad,India
Mount Allison University,Canada
Mount Aloysius College,United States
Mount Carmel College of Nursing,United States
Mount Holyoke College,United States
Mount Kenya University,Kenya
Mount Kenya University Rwanda,Rwanda
Mount Marty University,United States
Mount Mary University,United States
Mount Mercy University,United States
Mount Meru University,Tanzania
Mount Royal University,Canada
Mount Saint Mary College,United States
Mount Saint Mary's University,United States
Mount Saint Vincent University,Canada
Mount St. Joseph University,United States
Mount St. Mary's University,United States
Mount Vernon Nazarene University,United States
Mountain Top University,Nigeria
Mountain View College,Philippines
Mountains of the Moon University,Uganda
Mountcrest University College,Ghana
Moutai Institute,China
Mozyr State Pedagogical University,Belarus
MSB Medical School Berlin,Germany
MT&M College,Bulgaria
Muban Chombueng Rajabhat University,Thailand
Mudanjiang Medical University,China
Mudanjiang Normal University,China
Mugla Sitki Koçman Üniversitesi,Turkey
"Muhammad Nawaz Shareef University of Agriculture, Multan",Pakistan
Muhammad Nawaz Sharif University of Engineering and Technology,Pakistan
Muhimbili University of Health and Allied Sciences,Tanzania
Muhlenberg College,United States
Mukachevo State University,Ukraine
Mukogawa Women's University,Japan
Mukuba University,Zambia
Multimedia University,Malaysia
Multimedia University of Kenya,Kenya
Multnomah University,United States
Mulungushi University,Zambia
Muni University,Uganda
Munich Business School,Germany
Munzur Üniversitesi,Turkey
Murang'a University of Technology,Kenya
Murdoch University,Australia
Murdoch University Dubai,United Arab Emirates
Murmansk Arctic State University,Russia
Murmansk State Technical University,Russia
Muroran Institute of Technology,Japan
Murray State University,United States
Mus Alparslan Üniversitesi,Turkey
Musashi University,Japan
Musashino Academia Musicae,Japan
Musashino Art University,Japan
Musashino Gakuin University,Japan
Musashino University,Japan
Muscat College,Oman
Muscat University,Oman
Musik und Kunst Privatuniversität der Stadt Wien,Austria
Musikhochschule Lübeck,Germany
Muskingum University,United States
Muslim University of Morogoro,Tanzania
Muslim Youth University,Pakistan
Mutah university,Jordan
Muteesa I Royal University,Uganda
Muthesius Kunsthochschule,Germany
MVN University,India
Mwalimu Julius K. Nyerere University of Agriculture and Technology,Tanzania
Mwenge Catholic University,Tanzania
Myanmar Aerospace Engineering University,Myanmar
Myanmar Maritime University,Myanmar
Myeik University,Myanmar
Myitkyina University,Myanmar
Mykolayiv National Agrarian University,Ukraine
Mykolayiv National University,Ukraine
Mykolo Romerio Universitetas,Lithuania
Myongji University,Korea
Mzumbe University,Tanzania
Mzuzu University,Malawi
O.M. Beketov National University of Urban Economy in Kharkiv,Ukraine
O.O. Bogomolets National Medical University,Ukraine
O.P. Jindal Global University,India
O.P. Jindal University,India
Oak Hills Christian College,United States
