DIVISION_NAME,DISTRICT_NAME,THANA_NAME,EIIN,INSTITUTE_NAME,VILL_ROAD,POST_OFFICE,MANAGEMENT,ISNTITUTION_TYPE,MOBILE
Sylhet,Sunamganj,Chhatak,129823,SHUKURUNNESA CHOWDHURY SMITY HIGH SCHOOL,PIRPUR,PIRPUR,Non-Govt,School,01712319348
Sylhet,Sunamganj,Chhatak,129831,SHAHJALAL JUNIOR HIGH SCHOOL,RAMPURBAZAR,RAMPURBAZAR,Non-Govt,School,01727237011
Sylhet,Sunamganj,Chhatak,129834,AKOTA HIGH SCHOOL,SINGCHAPOIR,SIRAJGANJ BAZAR,Non-Govt,School,01309129834
Sylhet,Sunamganj,Chhatak,137865,BOROKAPAN ATGRAM HIGH SCHOOL,BOROKAPAN,BOROKAPAN BAZAR,Non-Govt,School,01713819250
Sylhet,Sunamganj,Chhatak,129812,HAJI RAICHH ALI JUNIOR SECONDARY SCHOOL,PATIBHAG,CHHATAK,Non-Govt,School,01785820420
Sylhet,Sunamganj,Chhatak,137056,HAFIZ ABDUL GONI TALUKDER JUNIOR SCHOOL,TAZPUR,GOBINDAGANJ,Non-Govt,School,01722940351
Sylhet,Sunamganj,Chhatak,137927,SOUTH WEST SALEH AHMED JUNIOR SCHOOL,KHIRDRA KAPAN,JAWABAZAR,Non-Govt,School,01712573935
Sylhet,Sunamganj,Chhatak,136783,MOGALGAON JUNIOR SCHOOL,MOGALGAON,KOPLABAZAR,Non-Govt,School,01726062078
Sylhet,Sunamganj,Chhatak,129957,PANCHAGRAM HIGH SCHOOL,JIAPUR,BHATGAON,Non-Govt,School,01309129957
Sylhet,Sunamganj,Chhatak,129814,CHHATAK CEMENT FACTORY HIGH SCHOOL,CHHATAK POURASABHA,CEMENT CO.,Non-Govt,School,01712273672
Sylhet,Sunamganj,Chhatak,129835,HAZI JAMAL UDDIN HIGH SCHOOL,MANDALPUR,TAJGONJBAZAR,Non-Govt,School,01718320938
Sylhet,Sunamganj,Dakshin Sunamganj,130027,JOYKALAS UJANIGAON RASHIDIA GOVT. HIGH SCHOOL,UJANIGAON,UJANIGAON,Govt.,School,01748858974
Sylhet,Sunamganj,Dakshin Sunamganj,137933,SADARPUR GOVT. PRIMARY SCHOOL,SADARPUR,PAGLABAZAR,Govt.,School,01721483036
Sylhet,Sunamganj,Dakshin Sunamganj,137244,SHYAMNAGAR GOVT. PRIMARY SCHOOL,SHYAMNAGAR,THAKURBHOG,Govt.,School,01714507875
Sylhet,Sunamganj,Dakshin Sunamganj,130017,BIRGAON EMDADUL HUQ HIGH SCHOOL,BIRGAON,BIRGAON,Non-Govt,School,01713811891
Sylhet,Sunamganj,Dakshin Sunamganj,130018,PANCHAGRAM HIGH SCHOOL,RANSI,DAMODHARTAPI,Non-Govt,School,01740943100
Sylhet,Sunamganj,Dakshin Sunamganj,130035,ABDUL GAFUR HIGH SCHOOL AND COLLEGE,ALAM PUR,DHAMODHOR BAZAR,Non-Govt,School,01712827203
Sylhet,Sunamganj,Dakshin Sunamganj,130040,PURBA PAGLA HIGH SCHOOL,CHURKHAI,DHAMODHRATPI,Non-Govt,School,01718069070
Sylhet,Sunamganj,Dakshin Sunamganj,130056,ABDUR RASHID HIGH SCHOOL,DARGAPASHA,DURGAPASHA,Non-Govt,School,01718388219
Sylhet,Sunamganj,Dakshin Sunamganj,130020,GONINOGAR SHOLOGRAM HIGH SCHOOL,GONIGANJ-3,GANIGANJ BAZAR,Non-Govt,School,01714674799
Sylhet,Sunamganj,Dakshin Sunamganj,130011,SATGAON JIBDARA HIGH SCHOOL,JIBDARA,NOAKHALI BAZAR,Non-Govt,School,01743908760
Sylhet,Sunamganj,Dakshin Sunamganj,130041,NOAKHALI SAPTOGRAM HIGH SCHOOL,NOAKHALI,NOAKHALI BAZAR,Non-Govt,School,01718108863
Sylhet,Sunamganj,Dakshin Sunamganj,130014,JOYSIDDI BOSIA KHAWRY BOROMUHA HIGH SCHOOL,BOSIAKHAWRY,PATHARIA BAZAR,Non-Govt,School,01714627803
Sylhet,Sunamganj,Dakshin Sunamganj,138788,SAPTAGRAM HOLDARKANDI JUNIOR SCHOOL,BIRKALAS,AMRIA,Non-Govt,School,01753043416
Sylhet,Sunamganj,Dakshin Sunamganj,138879,SOLOF JUNIOR HIGH SCHOOL,??? |,BIRGAON BAZAR,Non-Govt,School,01716233611
Sylhet,Sunamganj,Dakshin Sunamganj,139040,TAILA PANCHAGRAM JUNIOR HIGH SCHOOL,TAILA |,RAJONIGANJ,Non-Govt,School,01720166174
Sylhet,Sunamganj,Dakshin Sunamganj,137055,ISHAKPUR-SHREERAMPUR JUNIOR SCHOOL,SHREERAMPUR,SADIPUR,Non-Govt,School,01708952546
Sylhet,Sunamganj,Dakshin Sunamganj,137953,GAGLI NARAINPUR JUNIOR SCHOOL,GAGLI,UZANIGAON,Non-Govt,School,01967418535
Sylhet,Sunamganj,Derai,129867,GOVT. DERAI GIRLS HIGH SCHOOL,POURA AREA,DERAI CHANDPUR,Govt.,School,01718061380
Sylhet,Sunamganj,Derai,137849,LOULARCHAR GOVT.PRIMARY SCHOOL,LOULARCHAR,BROZENDRAGANJ,Govt.,School,01740848505
Sylhet,Sunamganj,Derai,137243,TETAIYA GOVT. PRIMARY SCHOOL,TETAIYA,KADIRGANJ,Govt.,School,01731286695
Sylhet,Sunamganj,Derai,130999,BHATIPARA HIGH SCHOOL,BHATIPARA,BHATIPARA,Non-Govt,School,01745512272
Sylhet,Sunamganj,Derai,129861,FAKIR MUHAMMAD ADARSHA HIGH SCHOOL,BAUSI,BOALIA BAZAR,Non-Govt,School,01718021047
Sylhet,Sunamganj,Derai,129864,BRAJENDRAGANJ R.C. HIGH SCHOOL,SHAMAR CHAR,BRAJENDRAGANJ,Non-Govt,School,01713938303
Sylhet,Sunamganj,Derai,129878,H.M.P HIGH SCHOOL,HASIMPUR,CHARANARCHAR,Non-Govt,School,01717420680
Sylhet,Sunamganj,Derai,135633,CHARNARCHAR SESDP MODEL HIGH SCHOOL,CHARNARCHAR,CHARNARCHAR,Non-Govt,School,01729767171
Sylhet,Sunamganj,Derai,129862,DERAI HIGH SCHOOL,HAY SCHOOL ROAD DERAI,DERAI CHANDPUR,Non-Govt,School,01740466188
Sylhet,Sunamganj,Derai,135581,MATIAPUR SESDP MODEL SCHOOL,MATIAPUR,DERAI CHANDPUR,Non-Govt,School,01779700711
Sylhet,Sunamganj,Derai,129870,DHAL PUBLIC HIGH SCHOOL,DHAL,DHAL BAZAR,Non-Govt,School,01733172441
Sylhet,Sunamganj,Derai,129875,GOCHIA SHAMSUDDIN | SIKANDER HIGH SCHOOL,GOCHIA,GACHIA BAZAR,Non-Govt,School,01724344342
Sylhet,Sunamganj,Derai,129863,RAJANAGAR KRISHNA CHANDRA PUBLIC SECONDARY SCHOOL,RAJANAGAR,HARANAGAR,Non-Govt,School,01767474806
Sylhet,Sunamganj,Derai,129872,HATIA HIGH SCHOOL,HATIA,HATIA,Non-Govt,School,01716905245
Sylhet,Sunamganj,Derai,129868,JAGDAL AL-FARUQUE HIGH SCHOOL,JAGDAL,JAGDAL,Non-Govt,School,01726538062
Sylhet,Sunamganj,Derai,129860,MATHER GOWN MUHAMMODIA HIGH SCHOOL,MATHER GOWN,KALIARKAPAN,Non-Govt,School,01728414075
Sylhet,Sunamganj,Derai,129876,AL-HAJ ABDUL WAHAB HIGH SCHOOL,DOULAT PUR,NOWAPARA DAULATPUR,Non-Govt,School,01717281972
Sylhet,Sunamganj,Derai,129873,ALHAJ ABDULLAH HIGH SCHOOL,SIKANDARPUR,NOWAPARA DAULATPUR,Non-Govt,School,01720312575
Sylhet,Sunamganj,Derai,129874,RAFINAGAR UNION HIGH SCHOOL,SUNAMGANG,RAFINAGAR,Non-Govt,School,01925148129
Sylhet,Sunamganj,Derai,129866,RAJANI GONJ HIGH SCHOOL,RAJANI GONJ,RAJANIGONJ BAJAR,Non-Govt,School,01309129866
Sylhet,Sunamganj,Derai,129871,TARAL HIGH SCHOOL,TARAL,TARAL,Non-Govt,School,01723409460
Sylhet,Sunamganj,Derai,129859,ALHAJ ABDUL MOTALIB HIGH SCHOOL,TONGOR,TARAPASHA,Non-Govt,School,01720400406
Sylhet,Sunamganj,Derai,139120,DERAI PROBASHI HIGH SCHOOL,NOTON BAGBARI,DERAI CHANDPUR,Non-Govt,School,01712895383
Sylhet,Sunamganj,Derai,137024,ALOR DISHAREE MADHYAMIK BIDDYALAY,SARMANGAL,DERAI CHANDPUR,Non-Govt,School,01716751420
Sylhet,Sunamganj,Derai,134943,KULONJ MODEL HIGH SCHOOL,KULANJ,KADIRGONJ,Non-Govt,School,01309134943
Sylhet,Sunamganj,Derai,137025,DATTAGRAM MADHYAMIK BIDDYALAY,DATTAGRAM,PATHARIA,Non-Govt,School,01776746786
Sylhet,Sunamganj,Derai,129877,BAMACHARAN TALUKDER JUNIOR SCHOOL,NOYAGOWN,RAFINAGAR,Non-Govt,School,01721283209
Sylhet,Sunamganj,Derai,134320,MOKSADPUR HIGH SCHOOL,MOKSUDPUR,RAJANIGANJ,Non-Govt,School,01726001624
Sylhet,Sunamganj,Dharampasha,129890,BADSHAGONJ PUBLIC HIGH SCHOOL,BADSHAGONJ,BADSHAHGONJ,Govt.,School,01741204123
Sylhet,Sunamganj,Dharampasha,137333,MEWHARY GOVT. PRIMARY SCHOOL,MEWHARY,DHARMAPASHA,Govt.,School,01727308201
Sylhet,Sunamganj,Dharampasha,139057,CHAPAITI GOVT PRIMARY SCHOOL,CHAPAITI,MAHMUDPUR,Govt.,School,01710708484
Sylhet,Sunamganj,Dharampasha,137334,GABI GOVT. PRIMARY SCHOOL,GABI,BADSHAGANJ,Govt.,School,01753162150
Sylhet,Sunamganj,Dharampasha,129901,AKOTA SECONDARY SCHOOL,RAMDIGHA,ABID NAGAR,Non-Govt,School,01718076980
Sylhet,Sunamganj,Dharampasha,129894,ABIDNAGAR HIGH SCHOOL,ABIDNAGAR,ABIDNAGAR,Non-Govt,School,01724112448
Sylhet,Sunamganj,Dharampasha,129900,BADSHAGONJ PUBLIC GIRLS HIGH SCHOOL,BADSHAGONJ,BADSHAGONJ,Non-Govt,School,01716940425
Sylhet,Sunamganj,Dharampasha,129891,BANGSHIKUNDA MOMIN HIGH SCHOOL,BANGSHIKUNDA,BANGSHIKUNDA,Non-Govt,School,01309129891
Sylhet,Sunamganj,Dharampasha,129899,CHAMORDANI HIGH SCHOOL,CHAMORDANI,CHAMORDANI,Non-Govt,School,01717214870
Sylhet,Sunamganj,Dharampasha,129895,DHARAMPASHA GIRLS HIGH SCHOOL,DHARAMPASHA,DHARMAPASHA,Non-Govt,School,01719527129
Sylhet,Sunamganj,Dharampasha,129889,JANATA MODEL HIGH SCHOOL DHARMAPASHA,DHARMAPASHA,DHARMAPASHA,Non-Govt,School,01765136955
Sylhet,Sunamganj,Dharampasha,129893,GOLHA HIGH SCHOOL,GALHA,GALHA,Non-Govt,School,01719527129
Sylhet,Sunamganj,Dharampasha,129892,JOYSREE HIGH SCHOOL,JOYSREE,JOYSREE,Non-Govt,School,01716970871
Sylhet,Sunamganj,Dharampasha,129898,BHOLA GONJ SARBAJANIN HIGH SCHOOL,BHOLA GONJ,KARTICPUR,Non-Govt,School,01721647632
Sylhet,Sunamganj,Dharampasha,129902,MADHYANAGAR PUBLIC GIRLS HIGH SCHOOL,MADHYANAGAR,MADHYNAGAR,Non-Govt,School,01728744785
Sylhet,Sunamganj,Dharampasha,129896,GACHTOLA HIGH SCHOOL,GACHTOLA,PAIKURATI,Non-Govt,School,01727909677
Sylhet,Sunamganj,Dharampasha,129897,MOHISKHALA HIGH SCHOOL,MOHISKHALA,SAUDPARA,Non-Govt,School,01721928313
Sylhet,Sunamganj,Dharampasha,134942,ABDUR RASHID MEMODRIAL JUNIOR SCHOOL,SHOKHAIR,SHOKHAIR,Non-Govt,School,01736739064
Sylhet,Sunamganj,Dowarabazar,129913,DUARA BAZAR MODEL GOVT. HIGH SCHOOL,DOWARA BAZAR,DOWARA BAZAR,Govt.,School,01713815695
Sylhet,Sunamganj,Dowarabazar,137248,KANDAGAON GOVT. PRIMARY SCHOOL,KANDAGAON,ACHHIRNAGAR,Govt.,School,01309137248
Sylhet,Sunamganj,Dowarabazar,137929,BOKTERPUR GOVT. PRIMARY SCHOOL,BOKTARPUR,LAKSHMIPUR,Govt.,School,01719893473
Sylhet,Sunamganj,Dowarabazar,129915,AMBARI HIGH SCHOOL,AMBARI,AMBARI BAZAR,Non-Govt,School,01740596564
Sylhet,Sunamganj,Dowarabazar,136786,RAGIB-RABEYA JUNIOR HIGH SCHOOL,BALIURABAZAR,BANGLABAZAR,Non-Govt,School,01731832380
Sylhet,Sunamganj,Dowarabazar,134135,BASHTALA CHOWDHURYPARA SHAHEED SMRITY HIGH SCHOOL,CHOWDHURY PARA,BANGLABAZAR,Non-Govt,School,01715171700
Sylhet,Sunamganj,Dowarabazar,129919,MITALI PUBLIC HIGH SCHOOL,KATAKHALI BAZAR,DOWARA BAZAR,Non-Govt,School,01795494720
Sylhet,Sunamganj,Dowarabazar,129911,TENGRA MADHYAMIK SCHOOL,TENGRATILA,DOWARA BAZAR,Non-Govt,School,01713682570
Sylhet,Sunamganj,Dowarabazar,129918,HAZI KANU MIAH HIGH SCHOOL,PANDAR GOW,DUHALIA,Non-Govt,School,01713815346
Sylhet,Sunamganj,Dowarabazar,131038,HAZI NURULLAH TALUKDAR DASHGOAN HIGH SCHOOL,PROTAP PUR,DUHALIA,Non-Govt,School,01716464801
Sylhet,Sunamganj,Dowarabazar,134426,MUHIBUR RAHMAN MANIK SUNALI NOOR JUNIOR SCHOOL,ALIPUR,LAXMIPUR,Non-Govt,School,01722391305
Sylhet,Sunamganj,Dowarabazar,129914,MUKTIZOODA CAP.HELAL KHASRU HIGH SCHOOL,LAXMIPUR,LAXMIPUR,Non-Govt,School,01718320550
Sylhet,Sunamganj,Dowarabazar,136730,SUNAPUR SESDP MODEL HIGH SCHOOL,SUNAPUR,MANGALPUR,Non-Govt,School,01765721491
Sylhet,Sunamganj,Dowarabazar,129921,SONALY CHELA HIGH SCHOOL,NASIMPUR,NORSHINGPUR,Non-Govt,School,01711347654
Sylhet,Sunamganj,Dowarabazar,135883,IDEAL ACADEMY,BANGLABAZAR,BANGLABAZAR,Non-Govt,School,01726014518
Sylhet,Sunamganj,Dowarabazar,137844,MOHIBUR RAHMAN MANIK JUNIOR GIRLS SCHOOL,MAJHERGAON,DOWARABAZAR,Non-Govt,School,01713815705
Sylhet,Sunamganj,Dowarabazar,137048,SUNAR BANGLA JUNIOR SCHOOL,PARAMESHWARIPUR,DOWARABAZAR,Non-Govt,School,01717422467
Sylhet,Sunamganj,Dowarabazar,129912,PROGATI HIGH SCHOOL. DOHALI,PANAIL,DOHALIA BAZAR,Non-Govt,School,01712987002
Sylhet,Sunamganj,Jagannathpur,137945,BOROFACHI GOVT. PRIMARY SCHOOL,BARAFACHI,BARAFACHIBAZAR,Govt.,School,01927767384
Sylhet,Sunamganj,Jagannathpur,129938,JAGANNATHPUR GOVT GIRLS HIGH SCHOOL,JAGANNATHPUR,JAGANNATHPUR,Govt.,School,01710996082
Sylhet,Sunamganj,Jagannathpur,129939,SWARUP CHANRA GOVT HIGH SCHOOL,JAGANNATHPUR,JAGANNATHPUR,Govt.,School,01716468580
Sylhet,Sunamganj,Jagannathpur,137593,94NO. ANONGO MOHON GOVT. PRIMARY SCHOOL,PAILGAON,PAILGAON,Govt.,School,01751560898
Sylhet,Sunamganj,Jagannathpur,129935,MIRPUR PUBLIC HIGH SCHOOL,MIRPUR,A.B.KAPON,Non-Govt,School,01710064247
Sylhet,Sunamganj,Jagannathpur,129954,ISHAKPUR PUBLIC HIGH SCHOOL,ISHAKPUR,BHOBER BAZAR,Non-Govt,School,01712795703
Sylhet,Sunamganj,Jagannathpur,129811,PANCHAGRAM HIGH SCHOOL,KHAGAURA,BOWDHARAN,Non-Govt,School,01716549964
Sylhet,Sunamganj,Jagannathpur,129950,CHILAURA HIGH SCHOOL,CHILAURA,CHILAURA,Non-Govt,School,0170506733
Sylhet,Sunamganj,Jagannathpur,129953,ERALIA BAZAR HIGH SCHOOL,HAMIDPUR,ERALIA BAZAR,Non-Govt,School,01787117690
Sylhet,Sunamganj,Jagannathpur,129948,ATPARA HIGH SCHOOL,KOLKOLIA,GOBINDA BAZAR,Non-Govt,School,01716061113
Sylhet,Sunamganj,Jagannathpur,129937,PARARGAON IDEAL HIGH SCHOOL,PARARGAON,GOBINDA BAZAR,Non-Govt,School,01716825540
Sylhet,Sunamganj,Jagannathpur,129940,ABDUS SUBHAN HIGH SCHOOL,HABIBPUR,JAGANNATHPUR,Non-Govt,School,01715642103
Sylhet,Sunamganj,Jagannathpur,129956,PALLABI ADARSHA HIGH SCHOOL,ALOITOLY,KATIA,Non-Govt,School,01715928642
Sylhet,Sunamganj,Jagannathpur,129955,ARUNODOY GIRL'S HIGH SCHOOL,KUBAJPUR,KUBAJPUR,Non-Govt,School,01750151996
Sylhet,Sunamganj,Jagannathpur,129936,LAMATUKER BAZER HIGH SCHOOL,GARGARIA,LAMATUKER BAZAR,Non-Govt,School,01309129936
Sylhet,Sunamganj,Jagannathpur,129942,SAFAT ULLAH HIGH SCHOOL,JOGODISH PUR,MOHAMMADGANJ BAZAR,Non-Govt,School,01712816853
Sylhet,Sunamganj,Jagannathpur,133901,SHAHJALAL JUNIOR HIGH SCHOOL,MURADABAD,MONDOLIBHOG,Non-Govt,School,01720470402
Sylhet,Sunamganj,Jagannathpur,129959,GULBAHAR GIRLS SCHOOL,NARKEL TALA,NARIKEL TALA,Non-Govt,School,01728185819
Sylhet,Sunamganj,Jagannathpur,129941,PAILGAON BRAJANATH HIGH SCHOOL,HARGRAM,PAILGAON,Non-Govt,School,01718389385
Sylhet,Sunamganj,Jagannathpur,129951,PATLI UNION HIGH SCHOOL,PATLI,PATLI,Non-Govt,School,01712241129
Sylhet,Sunamganj,Jagannathpur,129949,RANIGONJ HIGH SCHOOL,RANIGONJ,RANIGANJ BAZAR,Non-Govt,School,01715237532
Sylhet,Sunamganj,Jagannathpur,129958,ROSUL GONJ ABDUL KADIR MAHERUNNESA PUBLIC HIGH SCHOOL,ROSUL GONJ,ROSULGONJ,Non-Govt,School,01717258245
Sylhet,Sunamganj,Jagannathpur,129946,ROWAIL HIGH SCHOOL,ROWAIL,ROWAIL BAZAR,Non-Govt,School,01731287773
Sylhet,Sunamganj,Jagannathpur,129952,SHAHAR PARA SHAH KAMAL HIGH SCHOOL,SHAHAR PARA,SHAHAR PARA,Non-Govt,School,01710460545
Sylhet,Sunamganj,Jagannathpur,129944,SYEDPUR PILOT HIGH SCHOOL,SYEDPUR,SYEDPUR,Non-Govt,School,01715776684
Sylhet,Sunamganj,Jagannathpur,129961,ABDUL KHALIQUE HIGH SCHOOL,EKORCHAI 26 RANIGONG ROAD,JAGANNATHPUR,Non-Govt,School,01718349305
Sylhet,Sunamganj,Jagannathpur,131040,SAJEDA KHANOM GIRLS HIGH SCHOOL,HABIBPUR,JAGANNATHPUR,Non-Govt,School,01309131040
Sylhet,Sunamganj,Jagannathpur,129960,KESHOBPUR HIGH SCHOOL,KESHOBPUR,JAGANNATHPUR,Non-Govt,School,01714913507
Sylhet,Sunamganj,Jagannathpur,135614,IDEAL GIRLS HIGH SCHOOL | SYEDPUR,SYEDPUR,SYEDPUR,Non-Govt,School,01715003070
Sylhet,Sunamganj,Jamalganj,129981,JAMAL GANJ HIGH SCHOOL,JAMALGANJ,SACHNA,Govt.,School,01716068921
Sylhet,Sunamganj,Jamalganj,137972,DURLOVPUR GOVT. PRIMARY SCHOOL,DURLOVPUR,SACHNA,Govt.,School,01719740887
Sylhet,Sunamganj,Jamalganj,137246,JALLABAZ GOVT. PRIMARY SCHOOL,JALLABAZ,BHIMKHALI,Govt.,School,01740590770
Sylhet,Sunamganj,Jamalganj,129987,BEHELI HIGH SCHOOL,BEHELI,BEHELI,Non-Govt,School,01710705957
Sylhet,Sunamganj,Jamalganj,129982,BHIMKHALI HIGH SCHOOL,BHIMKHALI,BHIMKHALI,Non-Govt,School,01720146372
Sylhet,Sunamganj,Jamalganj,129984,NABINCHANDRA HIGH SCHOOL,KHUJAR GAON,BHIMKHALI,Non-Govt,School,01712403438
Sylhet,Sunamganj,Jamalganj,134174,AL-HAJ JHUNU MIA HIGH SCHOOL,MONSURABAD BAZAR,GOLAKPUR,Non-Govt,School,01746727776
Sylhet,Sunamganj,Jamalganj,129989,ABDUL MUKIT HIGH SCHOOL,RAMNAGAR BAZAR,JOYNAGAR BAZAR,Non-Govt,School,01724073777
Sylhet,Sunamganj,Jamalganj,129988,HAZI ASIR UDDIN HIGH SCHOOL,ATGAOU,SACHNA,Non-Govt,School,01718441484
Sylhet,Sunamganj,Jamalganj,129985,JAMALGONJ GIRLS HIGH SCHOOL,JAMALGANJ,SACHNA,Non-Govt,School,01720600958
Sylhet,Sunamganj,Jamalganj,129986,SACHNA BAZAR HIGH SCHOOL,POLOK SACHNA SUNAMGANJ,SACHNA,Non-Govt,School,01716158517
Sylhet,Sunamganj,Jamalganj,129983,ALAUDDIN MEMORIAL HIGH SCHOOL,SALIM GANJ BAZAR,SELIMGANJ,Non-Govt,School,01718661108
Sylhet,Sunamganj,Sulla,130000,GOVT.GOBINDA CHANDRA GIRLS HIGH SCHOOL,GHUNGIRGAON,GHUNGIRGAON,Govt.,School,01716905238
Sylhet,Sunamganj,Sulla,137440,RAHULTALA GOVT. PRIMARY SCHOOL,RAHULTALA,BROZENDAGANJ,Govt.,School,01734758515
Sylhet,Sunamganj,Sulla,130002,GIRIDHAR HIGH SCHOOL,NOAGAON,ANANDAPUR,Non-Govt,School,01716690894
Sylhet,Sunamganj,Sulla,130004,MAMUD NAGOR HIGH SCHOOL,MAMUD NAGOR,BRAJENDRAGANJ,Non-Govt,School,01762142207
Sylhet,Sunamganj,Sulla,129999,HAFIZ ALI HIGH SCHOOL | ATGAON,ATGAON,BROZENDRA GONJ,Non-Govt,School,01728376109
Sylhet,Sunamganj,Sulla,130001,SHAHID ALI PILOT PUBLIC HIGH SCHOOL,GHUNGIARGAON,GHUNGIARGAON,Non-Govt,School,01309130001
Sylhet,Sunamganj,Sulla,130003,SHYAM SUNDAR HIGH SCHOOL,SARSHPUR,KADIRGANJ,Non-Govt,School,01767474807
Sylhet,Sunamganj,Sulla,130007,SOROLAL JUNIOR HIGH SCHOOL | VHARADOHOR,VERADAHAR,PAHARPUR,Non-Govt,School,01714727143
Sylhet,Sunamganj,Sulla,129997,BALARAMPUR PUBLIC JUNIOR HIGH SCHOOL,BALARAMPUR,SREEHAIL,Non-Govt,School,01712403555
Sylhet,Sunamganj,Sulla,130005,ASLAM UDDIN PUBLIC HIGH SCHOOL,SULLA,SULLA,Non-Govt,School,01721782419
Sylhet,Sunamganj,Sulla,130006,CHAKUA JUNIOR HIGH SCHOOL,CHAKUA,SUNAMGANJ,Non-Govt,School,01722635732
Sylhet,Sunamganj,Sulla,137845,KALAI MIA CHOWDHURY JUNIOR SCHOOL,MANUA,AZMIRIGANJ,Non-Govt,School,013715236190
Sylhet,Sunamganj,Sulla,137840,MAHIM CHANDRA JUNIOR HIGH SCHOOL,TOKCHANDPUR,KADIRGANJ,Non-Govt,School,01777168286
Sylhet,Sunamganj,Sulla,136797,PRATAPPUR PUBLIC JUNIOR HIGH SCHOOL,PRATAPPUR,PAHARPUR,Non-Govt,School,01729525793
Sylhet,Sunamganj,Sulla,137861,ABDUL MANNAN CHOWDHURY JUNIOR SCHOOL,SREEHAIL,SREEHAIL,Non-Govt,School,01925088255
Sylhet,Sunamganj,Sunamganj Sadar,137245,MAIZBARI GOVT. PRIMARY SCHOOL,MAIZBARI,ALHERA,Govt.,School,01712429764
Sylhet,Sunamganj,Sunamganj Sadar,137974,BIRAMPUR GOVT. PRIMARY SCHOOL,BIRAMPUR,AMBARI,Govt.,School,01716388424
Sylhet,Sunamganj,Sunamganj Sadar,138728,VOISHBER GOVT PRIMARY SCHOOL,VOISHBER,JANIGOAN,Govt.,School,01717021554
Sylhet,Sunamganj,Sunamganj Sadar,138371,SHREEPUR GOVT PRIMARY SCHOOL,SREEPUR,JANIGOAN,Govt.,School,01716466967
Sylhet,Sunamganj,Sunamganj Sadar,130023,GOVT. JUBILEE HIGH SCHOOL,D S ROAD,SUNAMGANJ,Govt.,School,01712708055
Sylhet,Sunamganj,Sunamganj Sadar,138955,MASTURA MOBASWIR GOVERNMENT PRIMARY SCHOOL,DHARARGAON,SUNAMGANJ,Govt.,School,01717869403
Sylhet,Sunamganj,Sunamganj Sadar,130026,GOVT. S. C GIRLS HIGH SCHOOOL SUNAMGONJ,HASAN NOGOR,SUNAMGANJ,Govt.,School,01715142715
Sylhet,Sunamganj,Sunamganj Sadar,130030,RANGARCHAR HARINAPATI HIGH SCHOOL,RANGARCHAR,AMBARI,Non-Govt,School,01718444208
Sylhet,Sunamganj,Sunamganj Sadar,130029,CHARMAHALLA HIGH SCHOOL,¿¿¿¿¿¿¿¿ ¿¿¿¿ ¿¿¿¿¿¿¿ ¿¿¿¿¿,BETGANJ BAZAR,Non-Govt,School,01309130029
Sylhet,Sunamganj,Sunamganj Sadar,130037,HAZI LAL MAMUD HIGH SCHOOL,BOROGHAT,GAOWRARANG,Non-Govt,School,01719575136
Sylhet,Sunamganj,Sunamganj Sadar,130016,HAZI ABDUS SATTAR AND MORIUM JUNIOR SCHOOL,TUKER GAON,GOURARARANG,Non-Govt,School,01726899941
Sylhet,Sunamganj,Sunamganj Sadar,130034,YAKUB ULLAH PUBLIC HIGH SCHOOL,ISLAMGONG,GOWRARANG,Non-Govt,School,01721037963
Sylhet,Sunamganj,Sunamganj Sadar,130038,ALHAZ JOMIRUN NOOR HIGH SCHOOL,JANIGAOW,JANIGAON,Non-Govt,School,01716439870
Sylhet,Sunamganj,Sunamganj Sadar,130019,JOYNAGAR BAZAR HAZI GANI BAKSH HIGH SCHOOL,JOYNAGAR BAZAR,JOYNAGAR BAZAR,Non-Govt,School,01712570838
Sylhet,Sunamganj,Sunamganj Sadar,130039,ASTROGRAM RASGOBINDA HIGH SCHOOL,PURAN SHAKHAITI,JOYNAGOR BAZAR,Non-Govt,School,01716690988
Sylhet,Sunamganj,Sunamganj Sadar,130042,MONGALKATA HIGH SCHOOL,MONGALKATA,MONGALKATA,Non-Govt,School,01715930391
Sylhet,Sunamganj,Sunamganj Sadar,130031,KRISNANAGAR HOSANIA HIGH SCHOOL,KRISNA NAGAR,MONGOL KHATA,Non-Govt,School,01717653322
Sylhet,Sunamganj,Sunamganj Sadar,130970,CHOWDDAGRAM HIGH SCHOOL,CHHMADNAGAR,MONGOLKATA,Non-Govt,School,01703490201
Sylhet,Sunamganj,Sunamganj Sadar,130033,NARAYANTALA MISSION HIGH SCHOOL,NARAYANTOLA,NARAYANTOLA,Non-Govt,School,01711920004
Sylhet,Sunamganj,Sunamganj Sadar,130015,SHANTIGANJ MODEL HIGH SCHOOL,ECHAGHORI,SHANTIGONJ BAZAR,Non-Govt,School,01716965050
Sylhet,Sunamganj,Sunamganj Sadar,130025,HAZI MOQBUL PURKAYSTA HIGH SCHOOL,HASAN NAGOR,SUNAMGANJ,Non-Govt,School,01716982172
Sylhet,Sunamganj,Sunamganj Sadar,130028,BULCHAND HIGH SCHOOL,NATUN PARA,SUNAMGANJ,Non-Govt,School,01821985048
Sylhet,Sunamganj,Sunamganj Sadar,130022,LOBJAN CHOWDHURY GIRLS HIGH SCHOOL,SUNAMGANJ,SUNAMGANJ,Non-Govt,School,01724883952
